"","row","col"
"16952",16952,1
"10141",10141,1
"20193",20193,1
"21835",21835,1
"27000",27000,1
"12188",12188,1
"26690",26690,1
"7889",7889,1
"4415",4415,1
"26768",26768,1
"20331",20331,1
"19722",19722,1
"1546",1546,1
"10646",10646,1
"17592",17592,1
"39108",11573,2
"39451",11916,2
"51824",24289,2
"37790",10255,2
"55057",27522,2
"30298",2763,2
"29456",1921,2
"55006",27471,2
"42761",15226,2
"52527",24992,2
"40996",13461,2
"39676",12141,2
"42325",14790,2
"36789",9254,2
"52883",25348,2
"60786",5716,3
"81842",26772,3
"56453",1383,3
"79609",24539,3
"79651",24581,3
"77069",21999,3
"73754",18684,3
"59253",4183,3
"72760",17690,3
"64721",9651,3
"66815",11745,3
"63190",8120,3
"67205",12135,3
"57862",2792,3
"78556",23486,3
"85722",3117,4
"86184",3579,4
"86856",4251,4
"90277",7672,4
"98086",15481,4
"95816",13211,4
"82949",344,4
"99315",16710,4
"86001",3396,4
"107855",25250,4
"98422",15817,4
"99784",17179,4
"87990",5385,4
"105179",22574,4
"93931",11326,4
"136159",26019,5
"131032",20892,5
"134007",23867,5
"125968",15828,5
"125524",15384,5
"128496",18356,5
"137420",27280,5
"116880",6740,5
"115266",5126,5
"133236",23096,5
"112120",1980,5
"117314",7174,5
"127244",17104,5
"121334",11194,5
"136230",26090,5
"142782",5107,6
"159324",21649,6
"161692",24017,6
"156839",19164,6
"147321",9646,6
"154389",16714,6
"159780",22105,6
"143242",5567,6
"140691",3016,6
"142684",5009,6
"151160",13485,6
"149963",12288,6
"153277",15602,6
"154126",16451,6
"142217",4542,6
"170077",4867,7
"178548",13338,7
"175957",10747,7
"179211",14001,7
"169910",4700,7
"185655",20445,7
"181716",16506,7
"189199",23989,7
"173391",8181,7
"188138",22928,7
"190131",24921,7
"184938",19728,7
"182512",17302,7
"179694",14484,7
"166530",1320,7
"207342",14597,8
"212820",20075,8
"204415",11670,8
"205533",12788,8
"219618",26873,8
"213696",20951,8
"216041",23296,8
"213389",20644,8
"212085",19340,8
"198874",6129,8
"211731",18986,8
"196439",3694,8
"218529",25784,8
"218230",25485,8
"214693",21948,8
"235557",15277,9
"223322",3042,9
"237727",17447,9
"238881",18601,9
"245259",24979,9
"224756",4476,9
"241731",21451,9
"232439",12159,9
"224113",3833,9
"238396",18116,9
"229968",9688,9
"235609",15329,9
"226719",6439,9
"231477",11197,9
"245976",25696,9
"273093",25278,10
"263629",15814,10
"254363",6548,10
"273129",25314,10
"274367",26552,10
"264381",16566,10
"254563",6748,10
"252548",4733,10
"274633",26818,10
"252593",4778,10
"253565",5750,10
"266310",18495,10
"263498",15683,10
"269645",21830,10
"261672",13857,10
"286953",11603,11
"285007",9657,11
"294850",19500,11
"286877",11527,11
"279654",4304,11
"285179",9829,11
"295569",20219,11
"300417",25067,11
"302236",26886,11
"293006",17656,11
"286584",11234,11
"275940",590,11
"279480",4130,11
"294409",19059,11
"277700",2350,11
"318859",15974,12
"320149",17264,12
"323667",20782,12
"307004",4119,12
"305008",2123,12
"310747",7862,12
"324192",21307,12
"328920",26035,12
"315244",12359,12
"307256",4371,12
"306514",3629,12
"316291",13406,12
"304540",1655,12
"304595",1710,12
"317831",14946,12
"345309",14889,13
"348418",17998,13
"356819",26399,13
"331586",1166,13
"343756",13336,13
"355592",25172,13
"344946",14526,13
"338323",7903,13
"338957",8537,13
"337970",7550,13
"352461",22041,13
"337882",7462,13
"343115",12695,13
"356606",26186,13
"331473",1053,13
"367293",9338,14
"359537",1582,14
"379062",21107,14
"358823",868,14
"384058",26103,14
"361726",3771,14
"368929",10974,14
"369359",11404,14
"371575",13620,14
"374376",16421,14
"364500",6545,14
"364496",6541,14
"379325",21370,14
"361894",3939,14
"381892",23937,14
"387726",2236,15
"411125",25635,15
"392211",6721,15
"410726",25236,15
"407231",21741,15
"392287",6797,15
"396709",11219,15
"385734",244,15
"405194",19704,15
"388664",3174,15
"404779",19289,15
"408150",22660,15
"399578",14088,15
"397161",11671,15
"409434",23944,15
"437037",24012,16
"433481",20456,16
"418599",5574,16
"421695",8670,16
"423471",10446,16
"420941",7916,16
"434315",21290,16
"424185",11160,16
"434834",21809,16
"437355",24330,16
"433828",20803,16
"424487",11462,16
"438602",25577,16
"435343",22318,16
"423396",10371,16
"451709",11149,17
"463351",22791,17
"465432",24872,17
"447614",7054,17
