"","row","col"
"1",11085,204
"2",23362,585
"3",16884,533
"4",21704,491
"5",17908,517
"6",19880,416
"7",14672,490
"8",19579,20
"9",5467,444
"10",23292,159
"11",14337,57
"12",4765,128
"13",15141,567
"14",928,445
"15",14638,180
"16",12906,214
"17",26799,445
"18",25315,158
"19",9096,546
"20",7055,220
"21",13016,476
"22",5424,316
"23",16714,162
"24",4751,143
"25",24804,62
"26",26748,493
"27",18437,529
"28",8011,309
"29",13530,234
"30",6685,105
"31",11594,437
"32",20919,325
"33",4713,395
"34",8610,165
"35",23680,481
"36",26208,140
"37",13770,188
"38",21732,7
"39",24943,559
"40",5185,233
"41",12922,253
"42",23176,336
"43",22283,7
"44",5424,511
"45",5668,523
"46",20518,283
"47",2887,396
"48",26259,346
"49",18519,118
"50",12243,530
"51",3902,64
"52",7950,359
"53",6868,328
"54",11549,128
"55",23520,147
"56",16602,253
"57",15549,65
"58",26799,418
"59",23283,386
"60",27179,540
"61",3077,334
"62",11264,533
"63",25602,207
"64",26853,407
"65",25812,500
"66",9657,25
"67",22087,389
"68",19494,511
"69",19507,445
"70",21210,363
"71",113,140
"72",488,414
"73",4124,474
"74",22841,7
"75",26631,154
"76",6285,534
"77",16793,127
"78",8110,202
"79",25772,309
"80",8325,218
"81",7253,224
"82",21599,483
"83",20027,247
"84",20974,577
"85",13874,13
"86",16424,480
"87",14945,190
"88",26675,341
"89",4635,81
"90",23934,181
"91",17073,82
"92",20972,264
"93",22752,386
"94",825,562
"95",15762,214
"96",23343,34
"97",7814,234
"98",4071,18
"99",14942,138
"100",4392,162
