"","row","col"
"1",6,554
"2",32,80
"3",16,414
"4",6,524
"5",24,202
"6",25,672
"7",48,911
"8",39,893
"9",32,879
"10",37,1000
"11",11,645
"12",11,60
"13",39,966
"14",44,785
"15",24,259
"16",24,77
"17",30,983
"18",19,43
"19",19,681
"20",43,802
"21",10,421
"22",1,315
"23",11,704
"24",14,206
"25",11,130
"26",24,817
"27",21,161
"28",2,666
"29",36,206
"30",47,897
"31",24,233
"32",11,827
"33",22,44
"34",32,526
"35",15,660
"36",10,554
"37",34,140
"38",17,972
"39",16,710
"40",20,816
"41",2,583
"42",11,402
"43",22,706
"44",41,122
"45",2,811
"46",18,139
"47",43,331
"48",21,411
"49",32,482
"50",19,169
