"","row","col"
"1",10369,569
"2",10137,210
"3",7966,15
"4",15736,316
"5",6594,466
"6",4513,481
"7",25507,77
"8",7880,370
"9",13085,65
"10",21059,106
"11",6011,29
"12",3777,517
"13",3836,493
"14",11875,233
"15",6542,548
"16",24264,221
"17",11787,68
"18",20676,140
"19",471,424
"20",5359,319
"21",249,531
"22",21584,120
"23",26707,437
"24",18164,156
"25",13049,447
"26",12852,176
"27",4092,267
"28",7965,468
"29",22191,44
"30",8657,338
"31",11286,359
"32",23840,261
"33",26858,35
"34",24991,75
"35",9544,469
"36",18177,203
"37",6613,531
"38",22988,299
"39",22853,11
"40",5641,419
"41",14590,290
"42",15634,313
"43",20086,195
"44",17318,254
"45",5493,273
"46",3126,332
"47",13467,86
"48",18717,509
"49",15643,516
"50",12283,44
