"","row","col"
"2410022",10778,215
"468301",13120,37
"4023093",3619,353
"1707618",13059,150
"2166607",7848,193
"4900544",25564,425
"4710566",18358,409
"1599787",13167,140
"1806890",12569,159
"3933210",13919,346
"491833",15876,39
"3961591",15700,348
"2805288",2299,247
"2297121",10074,205
"4817749",481,419
"1182283",12806,103
"3178537",22910,277
"3871381",2612,341
"1564755",25606,137
"1486793",11403,129
"4496032",9064,391
"2336663",1302,209
"650497",16845,52
"4094950",19276,358
"4498025",14414,391
"3023670",2094,265
"3966469",25492,348
"2587298",11545,229
"872406",17444,75
"4766576",1159,415
"253819",13585,20
"1642463",965,144
"4081546",13588,357
"4461599",3662,388
"1407131",7623,123
"3302545",14973,290
"1468571",25429,127
"1118902",15023,98
"3201108",7315,280
"1579036",26694,138
"2978390",10826,260
"3470018",22625,305
"1253875",8179,109
"5115847",18632,443
"1003140",19409,88
"5248464",16136,454
"1135896",21962,99
"189310",15073,15
"344997",3681,27
"2160811",22403,192
"534290",1167,44
"5067438",24566,438
"722330",19142,59
"1532272",2352,135
"1442237",417,126
"2867447",16874,251
"3175926",16081,277
"2848895",7178,250
"418163",19177,33
"728651",26334,60
"4372122",16308,380
"4761638",17528,414
"4910381",19569,426
"3872537",5700,341
"3856296",17631,339
"3066023",21684,268
"1165404",6219,102
"4141644",24960,362
"2152653",318,192
"5073996",11999,439
"3242290",3456,285
"3687173",25610,323
"3590434",12057,316
"1720306",10897,151
"1277007",8335,111
"4847801",7522,421
"520151",11887,42
"2002447",1188,178
"4125553",12596,361
"1155205",13084,101
"4023357",4162,353
"4062041",26920,355
"3903898",3960,344
"1030369",23246,90
"2387126",5246,213
"676815",14729,54
"4160038",14058,364
"1894033",8609,167
"1287310",2535,112
"1271654",24687,110
"729015",391,61
"4895280",11336,425
"3161856",10938,276
"4843093",24426,420
"3754267",14048,330
"1357282",23974,118
"2509570",14023,223
"1589791",20667,139
"3531740",10815,311
"828011",23489,71
"4096083",22097,358
"2767471",6319,244
"3624763",7133,319
"4431837",14713,385
"1782943",14232,157
"2653433",14917,234
"4269608",22001,372
"47391",11903,4
"2330843",13488,208
"2106354",13432,187
"3583368",23875,315
"1715117",433,151
"2240994",5717,201
"3669244",16984,322
"2370585",23648,211
"3322629",13070,293
"848698",18068,73
"1504374",23787,130
"4721053",24719,410
"5177469",6098,449
"3922870",20183,345
"2963937",21774,258
"5120351",5378,444
"5090531",22101,440
"2827115",18353,248
"4586883",10289,399
"1839042",16035,162
"1094439",18464,96
"2263598",23580,202
"1961544",25483,172
"4460098",251,388
"1346820",27442,117
"3570318",24668,314
"1690413",6070,149
"2536123",11496,225
"4319378",11659,376
"1077632",1125,95
"4939487",26397,428
"2066385",25914,183
"4408655",20238,383
"1698135",21544,149
"2034913",26440,180
"2722833",6788,240
"1686855",25818,148
"1697590",20437,149
"2788444",23301,245
"560622",26309,45
"1456956",2255,127
"4686633",5295,407
"4399435",1634,383
"212104",7919,17
"4948640",18466,429
"5039725",16680,436
"280135",11006,22
"4850700",14179,421
"3067477",27484,268
"3031271",22680,265
"18654",9662,2
"3132787",7032,274
"2723883",10211,240
"1578140",24865,138
"443508",16425,35
"2542647",24275,225
"2767582",6551,244
"4792954",5007,417
"941090",11738,83
"4936903",21038,428
"5103784",7110,442
"1042612",25004,91
"2253330",2918,202
"3799966",23599,334
"1835318",1163,162
"366337",1080,29
"4854296",22463,421
"450862",3530,36
"3963793",20083,348
"4519110",16076,393
"1994980",27172,176
"670167",1297,54
"826096",18744,71
"3619851",23890,318
"651424",18633,52
"4516514",8910,393
"3038185",10195,266
"1475485",13462,128
"3666605",11526,322
"2372774",1066,212
"1486701",11201,129
"4823889",12948,419
"482098",19475,38
"995331",1396,88
"4765210",25610,414
"4240412",17036,370
"951359",9365,84
"2781532",8676,245
"4320856",14561,376
"3353633",2994,296
"4489295",18881,390
"5082975",4894,440
"2104775",9186,187
"591082",5074,48
"3450539",8987,304
"1217247",3718,106
"2612222",6229,231
"2548794",11106,226
"1263575",4585,110
"1142287",10056,100
"3256086",3413,286
"507798",138,41
"1611726",10914,141
"3884453",9917,342
"1983254",12083,175
"329877",261,26
"1424969",19384,124
"3742303",14245,329
"694098",1927,56
"3236529",16781,284
"4056812",16451,355
"2022187",22450,179
"998837",9608,88
"272207",22772,21
"4543918",19407,395
"3603729",14798,317
"4838299",14705,420
"976310",18020,86
"2504517",4046,223
"2996154",10671,262
"1155057",12772,101
"5011336",7440,434
"2636051",2832,233
"4993470",25916,432
"2983471",27088,260
"3427040",7383,302
"4497645",13425,391
"1312571",1983,115
"3629765",17736,319
"4334150",13849,377
"1509238",17349,131
"1245800",15622,108
"3583767",24694,315
"212476",8960,17
"2936871",19238,256
"2900717",1230,254
"1529257",21663,134
"858316",12711,74
"2612264",6311,231
"2980658",18219,260
"2374768",5568,212
"4587592",11678,399
"2883837",22227,252
"3062666",8394,268
"4870177",7894,423
"4498610",16041,391
"3106906",10082,272
"4114884",13683,360
"2266572",1987,203
"4025723",8831,353
"1499967",13864,130
"1151725",6089,101
"2692670",15993,237
"3433417",24540,302
"3071634",15936,269
"1051708",19793,92
"5250466",20788,454
"228536",18257,18
"5245390",9008,454
"4184468",12895,366
"3316718",16612,292
"645580",7048,52
"1119240",15774,98
"593577",10959,48
"1305919",13277,114
"5237942",19565,453
"752583",12511,63
"5155104",13784,447
