"","row","col"
"4274629",4234,481
"1768798",19390,202
"4156333",12631,467
"1710279",23354,195
"3418648",9262,386
"801350",4847,93
"833795",13978,96
"3973491",22337,448
"1766949",14973,202
"3714687",21753,418
"1618790",5113,185
"5063894",17858,568
"2733329",601,311
"3390559",11573,383
"4575601",7851,515
"2690678",10603,306
"3071355",2791,347
"2127661",3319,242
"850696",11562,98
"4683861",12360,527
"2166713",25507,245
"3912523",10577,441
"143509",25896,16
"4102970",18113,461
"4289587",15042,482
"1255988",19784,145
"153154",7372,18
"1807162",15088,206
"3934660",14729,444
"1470693",3355,169
"2301929",22380,261
"1329722",21793,153
"373641",24854,43
"4200304",22546,472
"1754864",7463,201
"2633414",2819,300
"1544372",5787,177
"4845952",12663,545
"3472114",2535,392
"1407906",12239,162
"2218598",26117,251
"287953",14765,34
"408440",15610,48
"761098",5858,88
"3981084",17766,449
"3557093",19192,401
"1070610",7166,123
"3606069",9899,407
"4137895",3603,465
"1246693",15672,144
"2499884",14389,284
"431339",6522,51
"1496061",23614,171
"4001437",21017,451
"4128531",6815,464
"2592783",2291,295
"1547679",12711,177
"1925145",13283,219
"1784664",9580,204
"1671679",5274,191
"105573",2461,13
"1497476",1587,172
"931122",26951,107
"1651362",15507,188
"2946269",16643,333
"128239",9684,15
"3040525",22990,343
"1351010",26924,155
"1572971",24839,179
"2402190",12833,273
"4394937",920,495
"1228710",23321,142
"3811466",6617,430
"2238094",7427,254
"1091603",8504,125
"2762919",8545,314
"2600391",7556,296
"1287583",27503,148
"3941743",5293,445
"1356149",16934,156
"939675",24381,108
"4996782",20433,561
"2948093",22061,333
"3998054",10863,451
"1375607",3127,159
"4328761",16973,486
"1710389",23795,195
"4254297",19316,478
"3714513",21439,418
"2885812",24927,326
"1767601",16386,202
"3499643",3792,395
"1353603",8801,156
"828584",1642,96
"119357",13127,14
"3505272",16839,395
"1076992",1099,124
"2280003",16525,259
"4310866",16058,484
"5121078",16803,574
"4144816",1907,466
"2549112",23746,289
"321207",10843,38
"5172449",1476,580
"593925",25503,68
"2323037",5386,264
"3038861",17871,343
"4166627",7063,469
"60829",14852,8
"3599202",17205,406
"1337150",17982,154
"282534",26677,33
"3945324",17216,445
"3142703",10660,355
"3526787",19149,397
"1327758",16387,153
"913408",19803,105
"1050342",24434,120
"1638924",11713,187
"5098789",4664,572
"3723750",751,420
"4858156",26803,546
"684481",14364,79
"5253318",10454,589
"2551344",5318,290
"2853692",26143,323
"1749418",15149,200
"2758041",21820,313
"4894072",21509,550
"2232757",18723,253
"3014450",21768,340
"3656534",1248,413
"4613420",10492,519
"932974",5240,108
"228976",13885,27
"1638957",11809,187
"1430219",18257,164
"2671271",14062,304
"4867908",1134,548
"4194283",7413,472
"1337384",18823,154
"167231",126,20
"4613126",9441,519
"265570",24229,31
"515504",10785,60
"2744610",5627,312
"1026356",9497,118
"4557896",13213,512
"3269019",13303,369
"4093729",23907,460
"1478432",697,170
"4730462",12141,532
"3572961",24335,403
"731161",22688,84
"4190824",26114,471
"2657042",19023,302
"4708520",1159,530
"4608718",21089,518
"3543348",3354,400
"1417307",12515,163
"1934964",23863,220
"2124240",12519,241
"480361",11089,56
"4157464",17554,467
"3933722",12572,444
"2057270",27072,233
"1679785",5318,192
"4288400",12005,482
"2133235",16913,242
"4960138",4759,558
"1288930",5142,149
"1926207",17582,219
"204300",9887,24
"2539305",9240,288
"4022258",25386,453
"3100702",7322,350
"4635300",24066,521
"532377",6193,62
"4770822",173,537
"3155319",22728,356
"3762814",13799,424
"4032062",20701,454
"4965009",17976,558
"3876152",20125,436
"4400172",15480,495
"1010547",15964,116
"700433",12366,81
"4886777",5094,550
"3656482",1153,413
"3686396",24663,415
"3646934",23425,411
"3666044",23959,413
"4211295",2816,474
"5080814",13356,570
"3321475",15013,375
"697132",1390,81
"5236544",20455,587
"70632",12797,9
"132869",21144,15
"3407588",9104,385
"1976061",6006,225
"12754",15111,3
"4208237",19108,473
"4249074",4722,478
"2312451",24795,262
"3666845",25807,413
"689583",3618,80
"3372279",14918,381
"409829",18437,48
"4765042",7129,536
"4991442",5460,561
"2051490",13979,233
"3184484",5973,360
"3661347",13036,413
"2662799",11610,303
"1645671",1559,188
"4441969",15431,499
"1849096",10247,211
"5199056",20726,582
"4847364",17736,545
"4384853",25397,493
"2989047",26582,337
"4457914",10346,501
"4737146",10366,533
"2395338",17508,272
"1910441",522,218
"2988693",26007,337
"3098454",27521,349
"2658174",27015,302
"4403498",23060,495
"5243",16663,2
"1574387",2440,180
"115817",4468,14
"4148498",12892,466
"2456869",24642,279
"5186159",15019,581
"5053934",19829,567
"5070161",9510,569
"854277",1119,99
"4109883",8245,462
"1453903",14568,167
"4256037",26099,478
"172756",14403,20
"640338",528,74
"3024399",3960,342
"3863119",5640,435
"1924668",11790,219
"1991146",19942,226
"2317515",11999,263
"168864",3979,20
"748637",23266,86
"3093917",13505,349
"2710225",21465,308
"2653513",26919,301
"2309887",17210,262
"2351578",18433,267
"823859",17116,95
"1263845",17390,146
"869991",19723,100
"4813715",5686,542
"4773439",6645,537
"2289942",18277,260
"4675160",2050,526
"844472",14287,97
"1835343",23042,209
"5245553",16540,588
"4604219",8957,518
"1704438",4693,195
"2470235",8271,281
"2851687",20148,323
"2417824",10618,275
"837925",23647,96
"752256",6345,87
"936765",15301,108
"1287192",26442,148
"5065745",24448,568
"4215033",12377,474
"5254201",11996,589
"2714830",7624,309
"3281487",24110,370
"5170281",21719,579
"4218761",26213,474
"3513616",9228,396
"4194730",8534,472
"4359858",23855,490
"599345",12824,69
"4969208",2661,559
"458566",503,54
"3230896",14538,365
"4977967",21681,559
"5246675",18896,588
"4052193",15183,456
"1882604",3254,215
"4574419",3890,515
"1315842",26837,151
"3898242",10867,439
"56599",1333,8
"5124011",25078,574
"2818542",11343,320
"2760465",2411,314
"2762883",8263,314
"2362009",16229,268
"265145",19925,31
"981235",5461,113
"136602",3472,16
"1486621",20503,170
"4648384",7959,523
"412302",24574,48
"3611888",5394,408
"2912837",9761,330
"4485640",4854,504
"1227294",18325,142
"3102089",12420,350
"4747984",11188,534
"249596",3501,30
"4899943",10861,551
"4598879",21776,517
"3604520",5458,407
"1322526",653,153
"2131882",13821,242
"1662533",4082,190
"4902484",17773,551
"4055664",24388,456
"4686290",18468,527
"2053471",18607,233
"3100915",8770,350
"984607",816,114
"3460434",14239,390
"3956058",2635,447
"4565776",20277,513
"2608722",7667,297
"4314354",27499,484
"1665564",13361,190
"4317424",9611,485
"2244661",27245,254
"1082577",15490,124
"2874274",24745,325
"2566276",25400,291
"5244787",14711,588
"4047510",4974,456
"1538766",15430,176
"2741027",23929,311
"2081343",15224,236
"802164",7486,93
"396279",5232,47
"884297",11782,102
"4792131",7259,539
"3913428",12976,441
"147774",15717,17
"1108703",4085,127
"4291128",18286,482
"4551200",14290,511
"1411580",23479,162
"80572",10520,10
"908238",3483,105
"366099",7722,43
"3085534",16208,348
"2510157",13576,285
"3454602",23439,389
"683986",13219,79
"355537",8270,42
"2531899",15187,287
"1029502",16946,118
"2058292",3293,234
"4925225",7618,554
"2390026",24041,271
