"","row","col"
"763138",13465,88
"2396946",22234,272
"4796897",3516,540
"2901829",22943,328
"1948683",12047,222
"3534870",3244,399
"3729324",17822,420
"5128758",12728,575
"4092568",20471,460
"2985385",18701,337
"5116706",5007,574
"4873309",17628,548
"4876367",1420,549
"2121545",2160,241
"2376369",23107,269
"4692197",8231,528
"3674377",16278,414
"1102071",9721,126
"4584940",7807,516
"3977005",4872,449
"354945",6774,42
"3825010",16927,431
"2823867",25371,320
"1718225",20866,196
"3061305",25731,345
"4027026",9348,454
"2945920",14930,333
"3693271",14382,416
"2083097",21690,236
"1964717",23875,223
"73868",20345,9
"4078599",11048,459
"1084388",19122,124
"4844464",8777,545
"1131616",22135,129
"2302683",23932,261
"4348250",8266,489
"4833594",4155,544
"4676262",11311,526
"3193390",3654,361
"754291",12584,87
"3653163",17368,412
"1594552",14449,182
"1973765",25394,224
"2615817",2934,298
"3620188",10433,409
"1629322",9027,186
"3282450",26596,370
"182165",17476,21
"1558146",9486,178
"1987646",11053,226
"4148351",12599,466
"661096",15887,76
"3349214",19962,378
"633702",5319,73
"3228631",9334,365
"1521136",10900,174
"320327",2927,38
"3413181",21959,385
"1900972",26022,216
"3283779",4678,371
"5128964",13186,575
"153234",7571,18
"304065",1089,36
"5057181",595,568
"2319202",16640,263
"1815777",13443,207
"2110543",2193,240
"2516466",940,286
"1880250",24910,214
"3646534",22150,411
"1030891",20295,118
"2591153",24213,294
"717291",4850,83
"634999",9270,73
"3570245",18102,403
"182848",19085,21
"352748",381,42
"4407425",5522,496
"3638601",4435,411
"3149267",4400,356
"260484",3354,31
"157386",24091,18
"1598741",26650,182
"4266438",6599,480
"1759054",20572,201
"1208593",5281,140
"4079584",14316,459
"5217497",23441,584
"662651",20119,76
"4436061",24004,498
"4420817",9668,497
"4506489",5708,506
"4035838",2246,455
"1958945",11703,223
"432845",10065,51
"501890",17638,58
"741317",3795,86
"3672466",11351,414
"4115853",22693,462
"732186",26992,84
"3165562",21453,357
"609511",17675,70
"3640984",10043,411
"1118218",27331,127
"1068447",1075,123
"83452",17680,10
"332043",17678,39
"4850602",2513,546
"3309708",10270,374
"2688275",2484,306
"1205005",20813,139
"1847654",5995,211
"4398603",11300,495
"4011122",22748,452
"3521596",2476,397
"4527660",12918,508
"2157864",4215,245
"3652891",16693,412
"4147356",9894,466
"2507331",6392,285
"4921286",18867,553
"1771103",24152,202
"2247104",9451,255
"583728",21454,67
"5157194",12143,578
"900915",11146,104
"290499",22913,34
"1408212",12986,162
"2626101",8076,299
"4983570",9295,560
"1336943",17396,154
"1847407",5598,211
"1189244",23477,137
"3352048",2730,379
"4100539",12797,461
"2278506",12320,259
"1936123",407,221
"3219384",11382,364
"2510204",13651,285
"5162026",24682,578
"1142233",15251,131
"4639293",12301,522
"4239452",7459,477
"4089893",14284,460
"3285555",11086,371
"2425050",6773,276
"2323899",10625,264
"2406395",2435,274
"3858062",16714,434
"1150024",10402,132
"410193",19296,48
"4237859",3657,477
"1860551",17809,212
"1377046",6735,159
"428593",59,51
"120685",16889,14
"5203797",7626,583
"3392009",16169,383
"2096444",11507,238
"4682159",7613,527
"330657",14527,39
"2879554",10566,326
"4872797",15633,548
"2840012",11088,322
"2426677",14305,276
"4689140",26343,527
"879818",25787,101
"4800517",13855,540
"2258528",18020,256
"2109114",26119,239
"4916270",3963,553
"819754",8255,95
"763471",14263,88
"3870666",1517,436
"3683150",13173,415
"2358251",7554,268
"673004",4912,78
"3532279",17442,398
"5125352",3059,575
"2828712",10040,321
"5056220",25621,567
"1588750",23922,181
"1940571",13445,221
"4253070",16071,478
"3315541",27394,374
"4104584",22053,461
"491986",11831,57
"2757151",18333,313
"3569943",17349,403
"2025441",25073,230
"673734",6949,78
"2222273",13901,252
"464167",17915,54
"3142823",10865,355
"2645914",8647,301
"1794645",9081,205
"2628740",15640,299
"2847921",9972,323
"2769542",946,315
"1802574",27163,205
"252597",10175,30
"5125597",3573,575
"2839777",9864,322
"1234444",10946,143
"3955535",1134,447
"2707994",13179,308
"1735960",25101,198
"2734769",5232,311
"5180697",26691,580
"4434666",19792,498
"794238",23045,91
"1363524",11550,157
"1564484",24121,178
"1811686",2652,207
"2778774",778,316
"2496644",4494,284
"3879155",3325,437
"3451926",17627,389
"3485786",13038,393
"3818522",2323,431
"1245224",11114,144
"1082276",14913,124
"384205",23762,44
"3027611",13936,342
"628803",16968,72
"1639576",13371,187
"1192529",9450,138
"4995369",17432,561
"4358966",19876,490
"2283791",517,260
"3717755",4987,419
"980883",4060,113
"1236374",15756,143
"4043275",22022,455
"125202",2267,15
"1181240",12316,136
"4147221",9631,466
"3100482",6524,350
"2110984",3214,240
"594294",26807,68
"1043894",3127,120
"4444339",22702,499
"2125955",23082,241
"3002158",15852,339
"1492257",10433,171
"4235327",24646,476
"1691516",12035,193
"4069644",9581,458
"2027133",2042,231
"401204",19580,47
"337126",3151,40
"4242452",14971,477
"2679851",9609,305
"1762120",3754,202
"2320226",20663,263
"4533468",3992,509
"3374290",22196,381
"691115",7572,80
"2415204",3283,275
"3141248",5119,355
"543060",12158,63
"3276425",8863,370
"2228588",6295,253
"4415688",25143,496
"4933716",11884,555
"1640307",15008,187
"2555725",17707,290
"1154604",27283,132
"1368201",23876,157
"2256664",11985,256
"5202514",3477,583
"3807080",17924,429
"3643569",15525,411
"1659036",16935,189
"2706415",8001,308
"1089668",4674,125
"3656618",1431,413
"1101935",9387,126
"589377",11169,68
"4950491",3934,557
"1550949",20296,177
"4723844",18830,531
"541172",6277,63
"3696278",23151,416
"3056451",13722,345
"1643967",25359,187
"4002644",26670,451
"3428713",13552,387
"1175954",24204,135
"1647722",6938,188
"884572",12401,102
"574819",19203,66
"2606662",2557,297
"1887962",15819,215
"1053037",5466,121
"3993288",23849,450
"1612704",12522,184
"434174",13766,51
"4427297",25023,497
"4979368",25020,559
"1275385",24777,147
"1500071",10690,172
"1705238",6853,195
"3660248",10108,413
"31845",13752,5
"714682",22893,82
"3140691",2668,355
"2617733",9844,298
"4334740",6683,487
"3873470",10708,436
"3941596",4845,445
"2878766",8414,326
"3089683",993,349
"2327436",26257,264
"614726",3128,71
"3481958",27286,392
"993294",20857,114
"4521515",20493,507
"3856442",12221,434
"3981061",17735,449
"3343120",2728,378
"1647963",7400,188
"3958726",9181,447
"3866259",14446,435
"1428589",14227,164
"4752622",21812,534
"2036062",24022,231
"3748832",6,423
"3077421",19145,347
"2823599",24145,320
"92899",17927,11
"2575396",2976,293
"4860827",6312,547
"3073567",9888,347
"4195308",9930,472
"1811283",1674,207
"394734",1853,47
"4398153",9667,495
"4980076",26879,559
"64029",24539,8
"2162452",15115,245
"3821451",8882,431
"4339284",20360,487
"3473116",5051,392
"1910388",411,218
"4715601",20176,530
"4452813",25129,500
"2579848",15824,293
"2862079",17866,324
"1455181",17877,167
"3461004",16092,390
"2886716",26684,326
"3188476",15790,360
"686280",19807,79
"347250",11059,41
"1919085",21754,218
"2927268",18278,331
"5189484",24200,581
"1249504",24151,144
"825840",22155,95
"2895065",26330,327
"3839351",23379,432
"889568",26612,102
"2919844",27439,330
"768018",26288,88
"4891796",16121,550
"1393337",20091,160
"2053171",17670,233
"4009303",17344,452
"4507455",8205,506
"2735614",7878,311
"4195086",9401,472
"168125",1939,20
"1330973",26276,153
"1546423",10164,177
