"","row","col"
"1",28,248
"2",33,596
"3",6,46
"4",56,833
"5",50,221
"6",55,146
"7",27,334
"8",5,951
"9",52,660
"10",19,543
"11",15,917
"12",45,836
"13",47,48
"14",2,665
"15",57,2
"16",23,742
"17",19,154
"18",8,437
"19",55,361
"20",40,153
"21",51,784
"22",30,792
"23",30,999
"24",23,15
"25",2,290
"26",7,983
"27",8,281
"28",55,301
"29",23,415
"30",13,299
"31",44,349
"32",16,735
"33",5,911
"34",42,496
"35",43,239
"36",37,40
"37",26,284
"38",25,709
"39",21,415
"40",44,276
"41",49,657
"42",20,62
"43",36,516
"44",6,468
"45",7,103
"46",28,75
"47",27,4
"48",13,869
"49",29,301
"50",29,432
"51",49,158
"52",7,996
"53",9,203
"54",27,354
"55",17,375
"56",7,143
"57",11,32
"58",40,116
"59",54,144
"60",17,830
"61",32,613
"62",1,25
"63",2,154
"64",39,730
"65",35,618
"66",20,998
"67",40,447
"68",32,42
"69",5,777
"70",22,340
"71",28,422
"72",43,490
"73",27,484
"74",1,803
"75",58,428
"76",48,695
"77",58,484
"78",18,4
"79",37,295
"80",29,187
"81",29,133
"82",45,642
"83",20,518
"84",30,657
"85",41,458
"86",9,23
"87",19,744
"88",50,916
"89",7,511
"90",35,723
"91",33,257
"92",8,760
"93",12,838
"94",9,830
"95",10,724
"96",6,581
"97",42,426
"98",29,324
"99",9,545
"100",24,70
