"","row","col"
"280041",17543,33
"987262",6721,114
"4162149",14040,468
"4448229",10963,500
"4595314",12505,517
"3482653",1988,393
"2497553",6434,284
"1023564",2741,118
"450761",8853,53
"3854619",5603,434
"895269",18584,103
"3133959",19508,353
"4761435",19849,535
"1969685",10747,224
"1808250",19853,206
"5182578",5972,581
"4808113",8544,541
"1562600",20163,178
"4834111",5537,544
"4779803",20191,537
"785174",21502,90
"3918388",2474,442
"4837566",15114,544
"617113",9857,71
"1148999",6787,132
"2033538",17200,231
"416850",16500,49
"1159350",26242,133
"3006537",2490,340
"1124233",18224,128
"1202327",11402,139
"3991769",20074,450
"1290902",12142,149
"3419053",9976,386
"3355701",13328,379
"1721680",6083,197
"1488308",23928,170
"707701",5725,82
"2689135",4814,306
"4051725",14226,456
"694666",19732,80
"1341990",4973,155
"526900",18237,61
"2517160",2706,286
"4145025",3000,466
"4657425",1466,524
"3635967",24766,410
"2108184",23370,239
"910997",14903,105
"1334514",11309,154
"968885",19831,111
"2973931",18795,336
"46593",4581,7
"2626288",8972,299
"1914118",9428,218
"3763574",15826,424
"2778157",26767,315
"604089",3133,70
"926015",23953,106
"3923718",3196,443
"5000174",5781,562
"3384627",20606,382
"4331323",24425,486
"1380314",14565,159
"4905394",27023,551
"47476",6677,7
"3566472",8593,403
"2604199",20900,296
"1825286",22480,208
"4436899",26169,498
"2010649",24050,228
"1347040",16875,155
"3381032",12070,382
"1207894",2413,140
"4294248",27383,482
"5042099",16932,566
"4450957",20151,500
"1644460",26603,187
"5104663",23201,572
"5236269",20013,587
"12124",12572,3
"2471499",14031,281
"4048973",8182,456
"1731051",7425,198
"125720",3503,15
"3019969",14637,341
"3660245",10104,413
"286794",11725,34
"37999",6451,6
"532986",7878,62
"4674009",24925,525
"3496180",20907,394
"5056325",25891,567
"445464",17387,52
"4882196",20266,549
"1329767",21977,153
"4740044",17067,533
"3453532",20637,389
"585038",24385,67
"2813182",23352,319
"3045268",11492,344
"1924604",11689,219
"2730645",19761,310
"3283388",3322,371
"98912",7884,12
"2888885",6831,327
"2092580",24083,237
"1215077",27322,140
"2841575",15397,322
"4586336",12877,516
"4556900",9516,512
"1626652",1560,186
"337762",4854,40
"1249075",22722,144
"695937",25266,80
"1821966",3008,208
"3709896",9234,418
