"","row","col"
"1",26,172
"2",34,42
"3",32,473
"4",41,304
"5",34,68
"6",29,428
"7",18,295
"8",41,266
"9",8,658
"10",15,854
"11",1,383
"12",15,664
"13",15,154
"14",28,667
"15",25,611
"16",28,749
"17",4,3
"18",8,393
"19",23,131
"20",33,65
"21",21,155
"22",18,56
"23",33,554
"24",22,284
"25",23,593
"26",37,482
"27",30,545
"28",24,125
"29",3,928
"30",37,42
"31",22,88
"32",14,756
"33",18,889
"34",34,307
"35",39,552
"36",40,662
"37",40,828
"38",13,586
"39",3,262
"40",32,479
"41",20,39
"42",43,204
"43",45,578
"44",18,227
"45",26,164
"46",44,786
"47",2,120
"48",32,319
"49",38,429
"50",14,352
