"","row","col"
"1988376",835,176
"1910521",14095,168
"3060820",851,268
"1001805",16398,88
"4587388",11300,399
"2542790",24554,225
"1750297",15744,153
"3811659",26981,335
"992420",22857,87
"3832198",19917,337
"4376234",26576,380
"2954615",206,258
"2625638",6521,232
"1082175",13210,95
"2749259",22740,242
"4551590",11115,396
"2668607",22031,235
"1106634",17771,97
"2497617",16343,222
"3660252",26288,321
"4413599",2707,384
"3006413",10728,263
"1528373",19372,134
"3723297",14271,327
"3938292",24196,346
"4307534",15418,375
"379587",6241,30
"3335652",21110,294
"1635321",11039,143
"1449500",14944,126
"4611507",4170,401
"4409564",22123,383
"1334163",25875,116
"452780",7310,36
"5213999",24254,451
"2253247",2729,202
"2404204",19576,214
"2694060",18738,237
"1023586",9754,90
"608793",15959,49
"2053578",19114,182
"290712",4630,23
"2037535",5397,181
"5235280",13321,453
"2110415",24361,187
"2484477",13703,221
"4283880",23093,373
"1390658",1952,122
"40752",26109,3
"2216283",12404,198
"3901580",25834,343
"2340002",10243,209
"5095705",8745,441
"3409796",16273,300
"2805751",3192,247
"3557821",20935,313
"4798178",15664,417
"1337828",6836,117
"4482989",1994,390
"3025154",6159,265
"2789797",26261,245
"4512856",26600,392
"1140481",5011,100
"582543",14879,47
"4793083",5260,417
"3072377",19047,269
"5186244",23776,449
"1230518",5284,107
"2970756",13845,259
"3364591",24830,296
"4623374",417,402
"595528",15349,48
"2770412",12536,244
"3613904",10351,318
"1703636",5041,150
"3677295",5565,323
"2609265",437,231
"3919758",13526,345
"850507",22341,73
"4513733",1443,393
"536612",5783,44
"1738991",20654,152
"224850",10988,18
"4153564",26946,363
"4818219",1455,419
"2973526",22718,259
"2917525",7686,255
"1982553",9751,175
"3895311",10352,343
"4220896",3070,369
"3547009",21533,312
"3866309",16702,340
"4332472",10521,377
"4837158",12450,420
"4849693",11843,421
"3143064",427,275
"3731027",11559,328
"1378085",4372,121
"3910122",19412,344
"882669",4164,77
"686407",8523,55
"1722982",16236,151
"3419923",15845,301
"3552642",7971,313
"3998229",8480,351
"4236835",8690,370
"3939179",25919,346
"2573973",12452,228
"1846005",16509,163
"3533771",15992,311
"757328",3908,64
"817567",25080,70
"531697",21101,43
"95738",26048,7
"2122926",2759,189
"1532201",2181,135
"1471291",3905,128
"1944701",27148,170
"2194991",19405,195
"5021104",2090,435
"4618769",18719,401
"1005206",24062,88
"1104806",13977,97
"743024",10378,62
"3735892",27228,328
"3145128",4573,275
"1894851",10266,167
"3483733",22478,306
"1516105",27139,132
"4647385",27283,403
"299686",22474,23
"3677534",6086,323
"380557",8677,30
"3138722",19075,274
"85800",6185,7
"1824286",19740,160
"1477397",17679,128
"2104464",8337,187
"4692957",19726,407
"3568346",19659,314
"2927664",724,256
"5253847",959,455
"4093702",16283,358
"2753326",3742,243
"5029082",20181,435
"568052",13623,46
"1604205",21972,140
"2275316",19432,203
"453555",8856,36
"4913837",26814,426
"4308316",16975,375
"4131461",27230,361
"2693484",17609,237
"2112602",2626,188
"3189581",21099,278
"2378088",13214,212
"2596473",2410,230
"1164821",5025,102
"2818170",611,248
"4583607",3610,399
"3947829",15690,347
"3557433",19963,313
"4430076",10337,385
"3322836",13825,293
"4328386",2180,377
"81939",25933,6
"2013000",27312,178
"4205175",26670,367
"3538458",201,312
"145875",22340,11
"733974",13640,61
"2842496",21754,249
"2456727",11410,219
"3597035",27019,316
"1250057",26131,108
"1733244",9149,152
"1702339",2428,150
"1488305",15004,129
"4995028",1631,433
"55270",79,5
