"","row","col"
"4670443",23028,405
"4900823",26323,425
"3538612",587,312
"4746004",9821,413
"2045536",25227,181
"5159380",24304,447
"2277259",23465,203
"3930402",8262,346
"971211",7856,86
"4301858",4091,375
"234831",3317,19
"3823742",2982,337
"3355636",6975,296
"1092385",12963,96
"4172865",15818,365
"3332917",14857,294
"4056931",16683,355
"3775578",13759,332
"2194123",15898,195
"2595388",274,230
"3982963",5214,350
"1483187",3313,129
"3039090",12056,266
"2809309",10377,247
"1957204",11697,172
"2243203",10175,201
"5205816",7842,451
"3975192",16560,349
"1315650",9725,115
"3446819",480,304
"423040",3356,34
"2015099",4914,179
"3085014",21004,270
"1544098",6544,136
"3945939",11822,347
"3987335",14037,350
"3591993",15592,316
"5040028",17376,436
"238856",11378,19
"2763742",25820,243
"1184848",17806,103
"4381734",12772,381
"94220",23075,7
"2315319",27261,206
"1964070",5943,173
"3159272",5713,276
"2489794",25936,221
"4438695",4178,386
"3047614",1485,267
"2145945",9697,191
"2663571",10564,235
"39421",23514,3
"2351084",9212,210
"3408128",11804,300
"1949075",13222,171
"2639822",11329,233
"3358943",13670,296
"1762339",24864,154
"2139769",20649,190
"4378337",4313,381
"4271021",24801,372
"1861405",25474,164
"3260258",11710,286
"2504164",3324,223
"4520141",18795,393
"3928971",5491,346
"5034558",4964,436
"2493966",7918,222
"2656956",22948,234
"434168",25505,34
"1713570",24912,150
"789997",7726,68
"2388433",7817,213
"102487",12115,8
"415524",12121,33
"183276",2900,15
"607731",13815,49
"3348403",20001,295
"4115094",14215,360
"186358",9118,15
"4198890",14152,367
"4283340",22050,373
"3479578",14140,306
"3130621",2718,274
"4378097",3693,381
"3315784",13123,292
"978471",22404,86
"2926277",25369,255
"1650850",21651,144
"1162961",1277,102
"3964454",21440,348
"134785",21696,10
"60589",10642,5
"2340551",11712,209
"2758492",14731,243
"603481",5294,49
"3524474",19873,310
"364103",23158,28
"1948542",11642,171
"4885619",15392,424
"3080212",11487,270
"883985",11618,77
"75862",13812,6
"4634728",26144,402
"1620666",3898,142
"4851407",15828,421
"4267360",17447,372
"832633",7131,72
"523105",21314,42
"1768965",23830,155
"2558050",5619,227
"2280171",1751,204
"2618381",18516,231
"196476",1929,16
"3250939",20588,285
"4706336",4588,409
"4787466",20763,416
"4202143",20505,367
"3528345",2467,311
"1264123",5986,110
"933170",22237,82
"3239362",24372,284
"4481904",26589,389
"4529691",14241,394
"4683169",24680,406
"3064321",14940,268
"4200255",16876,367
"1099891",4147,97
"2619090",19924,231
"371493",13912,29
"5010800",6243,434
"849365",19656,73
"2686107",2780,237
"776223",19397,66
"4713077",26409,409
"1608587",3713,141
"1302122",3752,114
"5053841",21170,437
"271502",21353,21
"2642417",17244,233
"3177881",21219,277
"4436732",26982,385
"2386889",4796,213
"2609307",518,231
"1939204",16179,170
"2578097",20681,228
"4306047",12511,375
