"","row","col"
"8608",20705,1
"2065",5960,1
"11865",2933,2
"18027",18302,2
"21398",434,3
"21758",1906,3
"30795",1651,4
"39169",25763,4
"40007",3029,5
"40090",3761,5
"46132",6402,6
"51750",23214,6
"60550",21714,7
"55360",7363,7
"65841",9791,8
"68047",16245,8
"78424",23107,9
"72949",3587,9
"89152",21298,10
"88691",20353,10
"101933",26767,11
"96515",13190,11
"112975",24392,12
"109228",15685,12
"117345",10605,13
"119490",15947,13
"127498",14263,14
"123275",1982,14
"135751",10953,15
"136314",12198,15
"144801",13994,16
"146067",17845,16
"150017",1483,17
"158797",22209,17
"167273",17962,18
"161948",2965,18
"174702",14349,19
"177060",22047,19
"179006",2050,20
"181591",9982,20
"190774",13821,21
"188061",5515,21
"196685",3092,22
"204833",22809,22
"213886",26301,23
"212010",17892,23
"221128",21710,24
"214463",483,24
"223646",706,25
"226241",9279,25
"241768",21412,26
"241765",21392,26
"244813",2009,27
"247418",16426,27
"253157",17436,28
"254811",24052,28
"257752",5816,29
"261841",18302,29
"265605",3570,30
"265855",4317,30
"273674",4046,31
"273630",3894,31
"289331",20341,32
"290012",23284,32
"298213",15579,33
"292509",2287,33
"309391",14522,34
"305123",5464,34
"315524",1800,35
"324874",21735,35
"335925",25939,36
"336526",26933,36
"337151",3414,37
"343331",23177,37
"344658",481,38
"351683",22863,38
"361017",21652,39
"359748",18278,39
"373216",24118,40
"364148",2976,40
"377220",5483,41
"375600",1275,41
"394457",18434,42
"396737",23688,42
"405272",18357,43
"405759",19503,43
"417079",22691,44
"412837",11898,44
"423610",15628,45
"425097",20477,45
"432591",14053,46
"428956",5616,46
"444056",17178,47
"448162",27351,47
"450067",7728,48
"454425",19920,48
"457661",2637,49
"463107",15511,49
"468447",44,50
"472588",10117,50
"483061",20178,51
"482384",18598,51
"486273",5264,52
"488545",13350,52
"501805",17692,53
"497662",8421,53
"509338",15388,54
"508541",11198,54
"512382",5269,55
"514239",14445,55
"521518",15161,56
"519198",7838,56
"527965",7862,57
"526260",3319,57
"541259",19259,58
"539827",15716,58
"546021",9597,59
"547288",15489,59
"555022",16076,60
"550018",1159,60
"566387",24967,61
"560603",5583,61
"573707",22746,62
"572448",17301,62
"575274",1296,63
"583453",25327,63
"588049",12943,64
"590445",19057,64
"600865",19158,65
"601026",19558,65
"613596",20572,66
"606851",4758,66
"627652",24791,67
"624418",17100,67
"635994",24514,68
"634975",20845,68
"644754",24052,69
"641970",14672,69
"653008",23971,70
"653934",26280,70
"660034",24348,71
"656055",9069,71
"663830",7520,72
"663803",7479,72
"673170",12530,73
"677594",27302,73
"689049",26074,74
"686242",20257,74
"693717",10439,75
"693342",9599,75
"706003",18350,76
"700072",539,76
"712165",10451,77
"710767",6282,77
"719302",7765,78
"717954",1248,78
"726720",5465,79
"728123",10433,79
"735312",1437,80
"743946",27484,80
"746466",8974,81
"748747",17906,81
"756605",15325,82
"758434",19504,82
"769365",26276,83
"765773",15147,83
"776837",17587,84
"777143",18275,84
"780858",971,85
"786389",17422,85
"790952",3267,86
"800545",26030,86
"803084",4312,87
"802822",3719,87
"819360",24156,88
"815498",9027,88
"824265",9121,89
"829284",20114,89
"839436",19878,90
"840009",21567,90
"844659",5651,91
"850513",20192,91
"855605",6277,92
"858741",12616,92
"868725",21030,93
"865913",6184,93
"876731",20992,94
"870862",3487,94
"885102",20346,95
"881181",8937,95
"891626",13831,96
"889335",6467,96
"900290",10830,97
"900456",11298,97
"915177",18163,98
"909244",3612,98
"923072",23924,99
"919990",5360,99
"926843",12513,100
"926560",10447,100
"931016",4579,101
