"","row","col"
"1",24,181
"2",28,457
"3",23,789
"4",3,235
"5",13,511
"6",32,566
"7",21,95
"8",31,591
"9",26,886
"10",3,10
"11",6,650
"12",6,200
"13",27,462
"14",11,403
"15",38,25
"16",7,523
"17",24,426
"18",16,962
"19",14,183
"20",16,231
"21",15,13
"22",6,717
"23",21,290
"24",32,576
"25",4,955
"26",31,452
"27",30,100
"28",16,174
"29",41,373
"30",14,664
"31",5,920
"32",42,420
"33",6,348
"34",6,636
"35",22,678
"36",5,703
"37",19,481
"38",31,80
"39",20,615
"40",44,666
"41",21,356
"42",23,309
"43",17,718
"44",37,94
"45",13,603
"46",33,463
"47",13,741
"48",14,332
"49",16,739
"50",7,535
