"","row","col"
"5302",5302,1
"17715",17715,1
"42541",15006,2
"42831",15296,2
"72543",17473,3
"70083",15013,3
"104391",21786,4
"99039",16434,4
"112622",2482,5
"120173",10033,5
"153147",15472,6
"161314",23639,6
"171440",6230,7
"169680",4470,7
"200338",7593,8
"193553",808,8
"232899",12619,9
"232097",11817,9
"271500",23685,10
"258462",10647,10
"284638",9288,11
"280251",4901,11
"312785",9900,12
"327443",24558,12
"337068",6648,13
"337158",6738,13
"375934",17979,14
"360252",2297,14
"391499",6009,15
"393267",7777,15
"413579",554,16
"435621",22596,16
"465731",25171,17
"455003",14443,17
"473952",5857,18
"487332",19237,18
"514305",18675,19
"496139",509,19
"524721",1556,20
"544129",20964,20
"567174",16474,21
"558157",7457,21
"582165",3930,22
"583450",5215,22
"620681",14911,23
"606808",1038,23
"638074",4769,24
"655257",21952,24
"682855",22015,25
"664722",3882,25
"701381",13006,26
"702965",14590,26
"730720",14810,27
"718689",2779,27
"757789",14344,28
"766405",22960,28
"787019",16039,29
"790335",19355,29
"806120",7605,30
"798927",412,30
"839195",13145,31
"835666",9616,31
"863795",10210,32
"864279",10694,32
"907825",26705,33
"889542",8422,33
"922757",14102,34
"934411",25756,34
"949822",13632,35
"950918",14728,35
"986653",22928,36
"966476",2751,36
"1014966",23706,37
"1014999",23739,37
"1027525",8730,38
"1039933",21138,38
"1061716",15386,39
"1055605",9275,39
"1082979",9114,40
"1083979",10114,40
"1124923",23523,41
"1113763",12363,41
"1156024",27089,42
"1141948",13013,42
"1178380",21910,43
"1166390",9920,43
"1206721",22716,44
"1195607",11602,44
"1219788",8248,45
"1215143",3603,45
"1245171",6096,46
"1244044",4969,46
"1278767",12157,47
"1281039",14429,47
"1307487",13342,48
"1295448",1303,48
"1331460",9780,49
"1340290",18610,49
"1366242",17027,50
"1359188",9973,50
"1392988",16238,51
"1393641",16891,51
"1424963",20678,52
"1416953",12668,52
"1447072",15252,53
"1453280",21460,53
"1460026",671,54
"1469557",10202,54
"1503009",16119,55
"1499616",12726,55
"1537616",23191,56
"1541283",26858,56
"1545644",3684,57
"1551819",9859,57
"1596903",27408,58
"1572680",3185,58
"1607149",10119,59
"1622705",25675,59
"1642851",18286,60
"1639698",15133,60
"1659243",7143,61
"1663678",11578,61
"1685083",5448,62
"1684451",4816,62
"1719213",12043,63
"1731720",24550,63
"1743702",8997,64
"1745200",10495,64
"1772018",9778,65
"1773538",11298,65
"1791348",1573,66
"1809707",19932,66
"1843206",25896,67
"1839510",22200,67
"1871372",26527,68
"1855948",11103,68
"1877102",4722,69
"1888790",16410,69
"1917400",17485,70
"1926780",26865,70
"1936351",8901,71
"1933046",5596,71
"1964899",9914,72
"1961011",6026,72
"1986480",3960,73
"1987862",5342,73
"2022043",11988,74
"2015779",5724,74
"2045874",8284,75
"2046370",8780,75
"2067757",2632,76
"2073737",8612,76
"2116717",24057,77
"2115524",22864,77
"2124003",3808,78
"2147040",26845,78
"2160163",12433,79
"2166415",18685,79
"2179835",4570,80
"2175433",168,80
"2228664",25864,81
"2207176",4376,81
"2240794",10459,82
"2237544",7209,82
"2258633",763,83
"2262716",4846,83
"2303480",18075,84
"2289099",3694,84
"2327219",14279,85
"2321306",8366,85
"2364506",24031,86
"2366208",25733,86
"2381391",13381,87
"2371676",3666,87
"2417506",21961,88
"2422402",26857,88
"2443464",20384,89
"2440357",17277,89
"2477298",26683,90
"2473457",22842,90
"2502641",24491,91
"2482242",4092,91
"2526857",21172,92
"2514208",8523,92
"2560248",27028,93
"2549045",15825,93
"2570629",9874,94
"2586916",26161,94
"2607465",19175,95
"2594081",5791,95
"2623403",7578,96
"2617300",1475,96
"2656215",12855,97
"2667394",24034,97
"2681875",10980,98
"2678059",7164,98
"2709712",11282,99
"2718830",20400,99
"2728860",2895,100
"2728693",2728,100
"2775761",22261,101
"2775445",21945,101
"2798898",17863,102
"2785188",4153,102
"2824674",16104,103
"2818421",9851,103
"2845868",9763,104
"2861367",25262,104
"2873793",10153,105
"2869362",5722,105
"2909169",17994,106
"2897307",6132,106
"2923702",4992,107
"2920665",1955,107
"2964985",18740,108
"2970509",24264,108
"2976804",3024,109
"2997019",23239,109
"3014944",13629,110
"3001546",231,110
"3030124",1274,111
"3044847",15997,111
"3082542",26157,112
"3071015",14630,112
"3105594",21674,113
"3106698",22778,113
"3126801",15346,114
"3121096",9641,114
"3139062",72,115
"3160309",21319,115
"3190577",24052,116
"3170148",3623,116
"3194370",310,117
"3199479",5419,117
"3245459",23864,118
"3238615",17020,118
"3265181",16051,119
"3276471",27341,119
"3296420",19755,120
"3289176",12511,120
"3322688",18488,121
"3304223",23,121
"3349824",18089,122
"3356990",25255,122
"3379424",20154,123
"3374862",15592,123
"3399836",13031,124
"3389976",3171,124
"3439444",25104,125
"3436900",22560,125
"3465292",23417,126
"3450571",8696,126
"3492858",23448,127
"3483147",13737,127
"3520936",23991,128
"3503327",6382,128
"3551143",26663,129
"3527945",3465,129
"3577748",25733,130
"3577554",25539,130
"3591613",12063,131
"3598614",19064,131
"3609539",2454,132
"3615920",8835,132
"3660111",25491,133
"3657956",23336,133
"3681405",19250,134
"3675318",13163,134
"3694324",4634,135
"3709199",19509,135
"3728459",11234,136
"3742870",25645,136
"3752709",7949,137
"3754348",9588,137
"3776750",4455,138
"3795978",23683,138
"3826670",26840,139
"3808769",8939,139
"3833300",5935,140
"3851452",24087,140
"3864102",9202,141
"3866634",11734,141
"3894310",11875,142
"3885791",3356,142
"3917318",7348,143
"3923696",13726,143
"3941482",3977,144
"3946098",8593,144
"3975733",10693,145
"3978763",13723,145
"4002128",9553,146
"4002376",9801,146
"4035659",15549,147
"4031375",11265,147
"4051697",4052,148
"4055452",7807,148
"4085351",10171,149
"4100384",25204,149
"4127723",25008,150
"4119793",17078,150
"4140620",10370,151
"4136925",6675,151
"4161458",3673,152
"4180846",23061,152
"4203001",17681,153
"4197615",12295,153
"4234827",21972,154
"4229283",16428,154
"4248263",7873,155
"4247397",7007,155
"4278756",10831,156
"4268226",301,156
"4311743",16283,157
"4306354",10894,157
"4329888",6893,158
"4330305",7310,158
"4352233",1703,159
"4366606",16076,159
"4404562",26497,160
"4392703",14638,160
"4429017",23417,161
"4414902",9302,161
"4451641",18506,162
"4443332",10197,162
"4476848",16178,163
"4470497",9827,163
"4504164",15959,164
"4512603",24398,164
"4518836",3096,165
"4523863",8123,165
"4551903",8628,166
"4552935",9660,166
"4595050",24240,167
"4573141",2331,167
"4616291",17946,168
"4604638",6293,168
"4652827",26947,169
"4640086",14206,169
"4660822",7407,170
"4676871",23456,170
"4684850",3900,171
"4704503",23553,171
"4710976",2491,172
"4713732",5247,172
"4761841",25821,173
"4739564",3544,173
"4778115",14560,174
"4776155",12600,174
"4814329",23239,175
"4810647",19557,175
"4828116",9491,176
"4831929",13304,176
"4859263",13103,177
"4871568",25408,177
"4890381",16686,178
"4878718",5023,178
"4910071",8841,179
"4905384",4154,179
"4951564",22799,180
"4953987",25222,180
"4962313",6013,181
"4956651",351,181
"4986970",3135,182
"5010890",27055,182
"5038644",27274,183
"5026208",14838,183
"5049146",10241,184
"5042900",3995,184
"5072254",5814,185
"5092489",26049,185
"5103837",9862,186
"5102261",8286,186
"5124094",2584,187
"5145094",23584,187
"5157676",8631,188
"5149754",709,188
"5182585",6005,189
"5197163",20583,189
"5219010",14895,190
"5224732",20617,190
"5232931",1281,191
"5257675",26025,191
"5279382",20197,192
"5270974",11789,192
"5290312",3592,193
"5290465",3745,193
"5337812",23557,194
"5322639",8384,194
"5348409",6619,195
"5362996",21206,195
"5372279",2954,196
"5384080",14755,196
"5404737",7877,197
"5406910",10050,197
"5435070",10675,198
"5447866",23471,198
"5469764",17834,199
"5478345",26415,199
"5495241",15776,200
"5491633",12168,200
"5519056",12056,201
"5523151",16151,201
"5554038",19503,202
"5538492",3957,202
"5575103",13033,203
"5588116",26046,203
"5606823",17218,204
"5603483",13878,204
"5632723",15583,205
"5630147",13007,205
"5657944",13269,206
"5656189",11514,206
"5683315",11105,207
"5694663",22453,207
"5725705",25960,208
"5726098",26353,208
"5737595",10315,209
"5734697",7417,209
"5770211",15396,210
"5774747",19932,210
"5799919",17569,211
"5803742",21392,211
"5810629",744,212
"5815663",5778,212
"5842083",4663,213
"5848462",11042,213
"5878471",13516,214
"5871883",6928,214
"5914985",22495,215
"5903304",10814,215
"5935223",15198,216
"5945942",25917,216
"5961235",13675,217
"5961187",13627,217
"5985874",10779,218
"5978386",3291,218
"6008170",5540,219
"6024016",21386,219
"6038342",8177,220
"6043233",13068,220
"6068066",10366,221
"6064487",6787,221
"6106522",21287,222
"6104797",19562,222
"6131619",18849,223
"6131585",18815,223
"6154183",13878,224
"6143782",3477,224
"6176018",8178,225
"6184472",16632,225
"6199843",4468,226
"6222252",26877,226
"6240441",17531,227
"6240104",17194,227
"6261907",11462,228
"6256836",6391,228
"6281782",3802,229
"6287282",9302,229
"6322997",17482,230
"6318023",12508,230
"6349732",16682,231
"6334286",1236,231
"6360689",104,232
"6379257",18672,232
"6393864",5744,233
"6398652",10532,233
"6420022",4367,234
"6437560",21905,234
"6443484",294,235
"6455524",12334,235
"6489471",18746,236
"6487664",16939,236
"6511146",12886,237
"6514273",16013,237
"6546564",20769,238
"6536461",10666,238
"6554910",1580,239
"6556103",2773,239
"6605348",24483,240
"6581899",1034,240
"6619927",11527,241
"6615881",7481,241
"6648959",13024,242
"6645056",9121,242
"6671955",8485,243
"6683915",20445,243
"6711723",20718,244
"6715901",24896,244
"6740881",22341,245
"6721078",2538,245
"6763416",17341,246
"6769111",23036,246
"6801103",27493,247
"6799870",26260,247
"6824769",23624,248
"6802959",1814,248
"6838974",10294,249
"6829575",895,249
"6864557",8342,250
"6858654",2439,250
"6893971",10221,251
"6891263",7513,251
"6919630",8345,252
"6937994",26709,252
"6950038",11218,253
"6962214",23394,253
"6970708",4353,254
"6988725",22370,254
"7020231",26341,255
"7005832",11942,255
"7039465",18040,256
"7035587",14162,256
"7051758",2798,257
"7056846",7886,257
"7078771",2276,258
"7091052",14557,258
"7125529",21499,259
"7106395",2365,259
"7133670",2105,260
"7136334",4769,260
"7169431",10331,261
"7179425",20325,261
"7196315",9680,262
"7210538",23903,262
"7239808",25638,263
"7219372",5202,263
"7250971",9266,264
"7264009",22304,264
"7273545",4305,265
"7269310",70,265
"7304049",7274,266
"7300080",3305,266
"7329961",5651,267
"7344973",20663,267
"7353071",1226,268
"7353640",1795,268
"7381717",2337,269
"7380953",1573,269
"7431648",24733,270
"7426567",19652,270
"7441487",7037,271
"7440840",6390,271
"7465625",3640,272
"7484289",22304,272
"7499677",10157,273
"7495581",6061,273
"7528700",11645,274
"7542113",25058,274
"7560150",15560,275
"7547798",3208,275
"7579815",7690,276
"7584991",12866,276
"7602539",2879,277
"7613115",13455,277
"7639231",12036,278
"7644535",17340,278
"7678158",23428,279
"7672415",17685,279
"7682995",730,280
"7698879",16614,280
"7715711",5911,281
"7712784",2984,281
"7754252",16917,282
"7740805",3470,282
"7782193",17323,283
"7764977",107,283
"7815917",23512,284
"7815750",23345,284
"7822669",2729,285
"7838846",18906,285
"7861906",14431,286
"7853788",6313,286
"7889996",14986,287
"7895301",20291,287
"7914673",12128,288
"7907656",5111,288
"7934429",4349,289
"7954081",24001,289
"7962815",5200,290
"7973419",15804,290
"8012163",27013,291
"7994184",9034,291
"8026893",14208,292
"8027416",14731,292
"8045115",4895,293
"8059199",18979,293
"8087021",19266,294
"8082938",15183,294
"8110691",15401,295
"8103992",8702,295
"8129677",6852,296
"8124963",2138,296
"8163193",12833,297
"8155939",5579,297
"8182207",4312,298
"8198374",20479,298
"8226670",21240,299
"8217262",11832,299
"8243891",10926,300
"8243977",11012,300
"8279273",18773,301
"8263429",2929,301
"8311650",23615,302
"8305381",17346,302
"8328809",13239,303
"8333732",18162,303
"8353183",10078,304
"8362625",19520,304
"8377989",7349,305
"8387838",17198,305
"8421600",23425,306
"8415303",17128,306
"8447415",21705,307
"8428521",2811,307
"8453619",374,308
"8465560",12315,308
"8487150",6370,309
"8502998",22218,309
"8522312",13997,310
"8512609",4294,310
"8547069",11219,311
"8538842",2992,311
"8585583",22198,312
"8587816",24431,312
"8592729",1809,313
"8614116",23196,313
"8632556",14101,314
"8628168",9713,314
"8650842",4852,315
"8664173",18183,315
"8698062",24537,316
"8696068",22543,316
"8726520",25460,317
"8702484",1424,317
"8754827",26232,318
"8734694",6099,318
"8761795",5665,319
"8773002",16872,319
"8783766",101,320
"8794224",10559,320
"8818551",7351,321
"8826404",15204,321
"8854042",15307,322
"8840321",1586,322
"8871433",5163,323
"8871238",4968,323
"8919144",25339,324
"8908971",15166,324
"8938340",17000,325
"8935770",14430,325
"8953655",4780,326
"8950886",2011,326
"8995538",19128,327
"8992917",16507,327
"9004923",978,328
"9018205",14260,328
"9055136",23656,329
"9046946",15466,329
"9072229",13214,330
"9071941",12926,330
"9090980",4430,331
"9108631",22081,331
"9114324",239,332
"9135734",21649,332
"9147578",5958,333
"9149061",7441,333
"9196669",27514,334
"9192311",23156,334
"9219603",22913,335
"9218488",21798,335
"9225402",1177,336
"9237581",13356,336
"9273819",22059,337
"9262800",11040,337
"9290933",11638,338
"9288906",9611,338
"9312281",5451,339
"9324958",18128,339
"9337852",3487,340
"9345212",10847,340
"9377253",15353,341
"9378935",17035,341
"9389648",213,342
"9396904",7469,342
"9436748",19778,343
"9437407",20437,343
"9448573",4068,344
