"","row","col"
"3741722",12921,329
"3429287",13340,302
"2337408",3295,209
"276579",3926,22
"3548870",26182,312
"3858560",23707,339
"3330240",8736,294
"4762123",18693,414
"1625873",15811,142
"3496794",661,308
"3203815",18143,280
"1619738",1825,142
"706444",7439,57
"4063018",1340,356
"697361",10476,56
"348049",11464,27
"3653733",13167,321
"2809962",11650,247
"3440409",13272,303
"2140061",21443,190
"3290357",4526,289
"2796241",11680,246
"2759158",16200,243
"4025603",8587,353
"3338442",66,295
"3075416",1820,270
"2736475",23066,241
"2187514",22309,194
"562789",3026,46
"3623709",4865,319
"4586061",8573,399
"4387065",26145,381
"299583",22257,23
"3650380",6310,321
"1340859",13777,117
"3308351",10806,291
"3521680",12411,310
"42139",1317,4
"2964787",23704,258
"1070648",11317,94
"2101082",26983,186
"2417449",7202,216
"2250171",24163,201
"2598864",7097,230
"1431856",7280,125
"3248182",15184,285
"1519282",17037,133
"861561",20175,74
"1773207",13397,156
"179533",22899,14
"5028859",19658,435
"4715960",8317,410
"540398",13380,44
"333454",7325,26
"3321260",7416,293
"4189865",23546,366
"3424658",1025,302
"2486936",19467,221
"2170560",15769,193
"1612397",12406,141
"3638136",8161,320
"450908",3624,36
"3067273",26768,268
"2762048",22264,243
"1170397",16229,102
"2277874",24655,203
"2027591",8369,180
"3541757",8365,312
"3330967",10360,294
"2442019",9267,218
"3484368",23677,306
"1380184",8531,121
"2028047",9490,180
"3160781",8761,276
"662325",13150,53
"4855631",25571,421
"3563378",7233,314
"4605288",19319,400
"2901749",3268,254
"4864751",22145,422
"4632281",20615,402
"2993660",4001,262
"416672",15181,33
"3935471",18458,346
"3723025",13290,327
"1649238",17796,144
"2675338",8729,236
"41345",27268,3
"5106170",15083,442
"37557",19909,3
"4924211",21509,427
"948724",895,84
"2338487",6160,209
"5061194",10455,438
"4638565",7261,403
"1680153",4176,148
"4949834",21061,429
"4834062",6052,420
"34676",14094,3
"2940829",27338,256
"108170",23488,8
"8756",17472,1
"3806257",12813,335
"4311736",23656,375
"4996477",4562,433
"135693",23522,10
"752176",10952,63
"3672132",22743,322
"2436676",25989,217
"4783309",11375,416
"3812391",1298,336
"4026614",10649,353
"2678436",14944,236
"2552393",19883,226
"4921652",15991,427
"4415407",6510,384
"3469101",20801,305
"5172760",24227,448
"2805745",3181,247
"736296",19855,61
"388985",1543,31
"1250457",27067,108
"4700998",14993,408
"3120352",9594,273
"1874371",24013,165
"700082",17784,56
"1393737",8201,122
"1453040",21934,126
"1601091",15798,140
"3397610",11230,299
"1523832",7096,134
"252475",10952,20
"5234519",11606,453
"1509140",16862,131
"4882284",7748,424
"4417328",10375,384
"747532",22357,62
"4027833",13163,353
"3676519",4061,323
"3583705",24553,315
"3834138",23829,337
"1307991",18311,114
"4557202",26177,396
"4932839",12233,428
"2782279",10315,245
"2049331",7691,182
"171515",6786,14
"2176223",27191,193
"1450592",17053,126
"516103",26458,41
"1568203",5090,138
"412557",4484,33
"734908",16123,61
"4769173",7002,415
"1695420",16151,149
"2046461",18,182
"4885732",15643,424
"4979936",26377,431
"3770975",1409,332
"3736605",1413,329
"4194909",6206,367
"2198321",5445,196
"3344581",12418,295
"3107151",10587,272
"3734661",23285,328
"3311332",22503,291
"1072138",15033,94
"380591",8781,30
"1315282",8811,115
"5150566",2547,447
"2553548",22677,226
"4507213",11678,392
"3184250",9005,278
"538686",9866,44
"636698",16744,51
"1903904",814,168
"1660882",24655,145
"4833424",4796,420
"3994890",1796,351
"45354",7819,4
"2766105",3427,244
"2527830",22567,224
"889465",13796,78
"1237008",21414,107
"3358245",12249,296
"2557205",3700,227
"3659245",24291,321
"890974",22044,78
"3648807",3182,321
"4317918",8667,376
"3489326",8311,307
"1081978",12703,95
"1143164",12441,100
"3777943",20195,332
"37011",18807,3
"4986637",12420,432
"2560967",12316,227
"4146095",8383,363
"5056249",26595,437
"726841",16498,60
"2451454",705,219
"1806720",12263,159
"3956355",5254,348
"586494",22673,47
"4015271",15322,352
"4177247",25780,365
"2709468",22140,238
"2263114",22533,202
"2870498",22952,251
"3454305",17511,304
"3901912",26655,343
"3847645",23468,338
"2767239",5793,244
"2995423",8736,262
"4241374",19210,370
"398802",23918,31
"3528518",2901,311
"711946",22315,57
"4939575",26580,428
"1216993",3156,106
"3575844",8873,315
"4458030",22947,387
"1472855",7302,128
"5224528",17847,452
"2821270",6810,248
"2692480",15624,237
"4302166",4716,375
"3787510",18136,333
"4058517",19752,355
"3174110",11226,277
"2756600",10679,243
"4063026",1353,356
"1826633",24450,160
"2159374",18494,192
"2064572",21111,183
"1141634",8223,100
"307423",10513,24
"2511789",18321,223
"197761",4560,16
"3506759",27274,308
"1310769",25058,114
"3836205",484,338
"3754155",13807,330
"2566274",24416,227
"2596808",3083,230
"370858",12440,29
"2576975",18453,228
"1497904",9032,130
"2187048",21345,194
"2694939",20499,237
"2413451",21928,215
"1929157",23621,169
"309527",14614,24
"826906",20706,71
"2884922",24394,252
"4206984",2829,368
"1064445",23602,93
"371803",14677,29
"3578795",14837,315
"1070207",10252,94
"1515930",26201,132
"3020825",22105,264
"4480947",24175,389
"2473794",18088,220
"2852990",15358,250
"4476110",11082,389
"592859",9326,48
"3827833",11207,337
"4905022",8185,426
"238735",11128,19
"2878776",12180,252
"425340",7963,34
"2292851",27222,204
"997324",6072,88
"2590714",18360,229
"3167638",22684,276
"1961106",24076,172
"4051423",5536,355
"824389",14377,71
"1662326",1728,146
"140191",6781,11
"4012707",10165,352
"2624897",4810,232
"940353",10187,83
"4807147",6347,418
"3071769",16463,269
"3725863",22553,327
"2220947",27241,198
"782362",11259,67
"2602795",14977,230
"3208797",10532,281
"977617",20681,86
"745007",15626,62
"5071302",5852,439
"1467054",22366,127
"1292136",21516,112
"2996555",11751,262
"4859223",7283,422
"3827396",10364,337
"4914954",1655,427
"2039490",10355,181
"2964933",24067,258
"5139704",3283,446
"2265214",26796,202
"1098587",1501,97
"2564753",20967,227
"4489968",20656,390
"940755",11040,83
"787048",25872,67
"1879735",7330,166
"3165412",18213,276
"3156771",719,276
"4581782",22,399
"3222828",7658,283
"2281173",3724,204
"2802122",23391,246
"3076630",4288,270
"5086696",13437,440
"70990",4033,6
"973780",13004,86
"4574981",14005,398
"2068524",3555,184
"2382018",22052,212
"4063573",2450,356
"1313502",4360,115
"4491047",23532,390
"384369",18036,30
"703979",970,57
"1516272",511,133
"4982783",4698,432
"74659",11447,6
"1408268",9909,123
"3309820",16488,291
"874101",21493,75
"5254077",1478,455
"3505265",23267,308
"964089",19175,85
"4451949",8993,387
"3907825",13663,344
"1949487",14644,171
"2991287",24671,261
"380322",8079,30
"2530158",27228,224
"280746",12243,22
"201350",11878,16
"873196",19324,75
"864844",45,75
"5149473",27419,446
"4303577",7543,375
"4817609",168,419
"5206832",9972,451
"4113399",9973,360
"5145682",18146,446
"5209177",14715,451
"42020",1084,4
"479489",13092,38
"1280089",14480,111
"4924756",22641,427
"736943",21577,61
"2812760",17217,247
"4276258",7824,373
"3799511",22424,334
"2522075",11261,224
"3462490",7573,305
"788821",4037,68
"5144711",15748,446
"1778633",4389,157
"771025",2991,66
"2555884",692,227
"648923",13741,52
"303639",2895,24
"4442514",13773,386
"2784011",13996,245
"1220702",11101,106
"4340454",26589,377
"2953919",26293,257
"1814695",587,160
"3222276",6177,283
"2573834",12208,228
"5023540",7537,435
"1222242",14432,106
"4721472",26010,410
"3879113",23227,341
"1075589",23461,94
"3887191",17095,342
"3503556",18660,308
"1694354",14037,149
"5028500",18887,435
"4024422",6324,353
"998066",7730,88
"2073296",14445,184
"4503736",2237,392
"1302172",3878,114
"395165",15603,31
"2165292",5268,193
"4806208",4469,418
"4240834",18050,370
"303630",2880,24
"2848234",5840,250
"4627471",9759,402
"819978",3388,71
"3104251",4696,272
"3794755",9770,334
"1817709",6590,160
"3731552",13210,328
"1279803",13899,111
"4676990",10765,406
"1787835",25652,157
"2720574",27009,239
"3910927",21401,344
"4373846",20586,380
"2026597",5863,180
"1499428",12567,130
"3462427",7457,305
"3425211",2449,302
"4097048",24556,358
"3754581",14733,330
"4169482",8101,365
"2553304",22093,226
"2996501",11603,262
"3682568",16371,323
"3377786",23767,297
"2563038",16986,227
"3719189",995,327
"3904309",4982,344
"515213",23589,41
"1505744",26828,130
"2184169",15594,194
"4171231",12042,365
"5099140",19996,441
"108872",24897,8
"407449",18465,32
"3761619",4098,331
"2999578",19964,262
"4021005",26935,352
"2012963",27212,178
"14783",1939,2
"4689190",11178,407
"2911166",22239,254
"4607481",23701,400
"3877335",18459,341
"2757798",13225,243
"1928270",21859,169
"2221874",2841,199
"753565",16394,63
"4791088",1291,417
"3736923",2062,329
"3463359",9312,305
"4161865",18295,364
"1209290",14354,105
"117979",15507,9
"3589635",10173,316
"3822526",505,337
"2187209",21675,194
"3755596",17040,330
"3296765",21941,289
"475218",2625,38
"4095773",21320,358
"958607",4375,85
"205786",20749,16
"4166753",1882,365
"349983",16107,27
"3458408",26932,304
"3593764",19592,316
"978288",22026,86
"1470365",1738,128
"3102689",1577,272
"3546849",21080,312
"2519693",6476,224
"2845576",470,250
"2773434",19052,244
"5148797",25767,446
"2939935",25479,256
"2536878",12963,225
"2152576",118,192
"377749",1577,30
"1062456",18666,93
"3121557",12032,273
"3534090",16749,311
"4225682",12617,369
"741507",6329,62
"4392247",11536,382
"665974",20420,53
"4631233",18292,402
"3844221",16656,338
"4606004",20794,400
"4598525",5841,400
"3560213",26964,313
"1241223",4280,108
"4071994",19352,356
"2655470",19541,234
"2923126",18935,255
"2712778",2049,239
"3216206",12615,282
"5024003",8601,435
"1685167",20520,148
"908246",23744,80
"2855497",20343,250
"50009",17115,4
"5023550",7564,435
"2859273",476,251
"2816628",24965,247
"1186820",21719,103
"2145233",7709,191
"3631279",20979,319
"1132551",15166,99
"5042066",22034,436
"1255098",11246,109
"2933871",13189,256
"5256084",6025,455
"2189670",26689,194
"2976881",5918,260
"2290947",23392,204
"4802203",23760,417
"4339862",25396,377
"1778907",4972,157
"696566",8396,56
"442276",13955,35
"1778676",4489,157
"1241241",4322,108
"89277",13127,7
"4530654",16457,394
"1038990",16207,91
"191384",19283,15
"4456950",20531,387
"1108063",20629,97
"4221331",3957,369
"4868690",4422,423
"66731",23112,5
"56325",2072,5
"2248632",20933,201
"4647570",170,404
"2176087",26946,193
"2170615",15860,193
"3267276",25650,286
"1519869",20263,133
"873097",19089,75
"1387567",23320,121
"767940",18634,65
"4329214",3883,377
"2493671",7245,222
"3742960",15741,329
"80879",23863,6
"224083",9422,18
"1203869",2694,105
"1949052",13144,171
"4581152",26285,398
"1588142",17459,139
"3796975",15776,334
"3886455",15198,342
"5142119",9232,446
"2870879",23688,251
"863446",24484,74
"171735",7227,14
"1704368",6450,150
"4696084",26807,407
"4834421",6822,420
"3799633",22727,334
"5009909",4240,434
"4690537",14130,407
"3575767",8733,315
"1318825",17563,115
"2625115",5368,232
"3562275",4561,314
"3239938",25857,284
"1006227",26388,88
"1628770",22572,142
"4809803",11845,418
"1098424",1175,97
"139671",5403,11
"4174996",20587,365
"2133041",2403,190
"3221699",4618,283
"3700084",24141,324
"3849354",26907,338
"1704668",7034,150
"349802",15651,27
"81264",24651,6
"3968698",2580,349
"3608680",25962,317
"390219",4338,31
"1288732",8002,112
"3467825",18317,305
"2417323",6870,216
"1871414",18121,165
"3994156",331,351
"1194448",10266,104
"1796657",18248,158
"4455221",16574,387
"162043",10942,13
"4653342",12520,404
"1588671",18487,139
"4199053",14496,367
"4158988",11736,364
"1531694",719,135
"873210",19355,75
"3411242",20173,300
"4827939",21036,419
"2644695",22474,233
"1413514",20306,123
"4639216",8780,403
"3177578",20439,277
"228583",18344,18
"4834765",7528,420
"3009021",17744,263
"4658082",22682,404
"3885463",12591,342
"1875818",26924,165
"3571470",25,315
"754070",18262,63
"3568353",19679,314
"4781809",8032,416
"3758898",24705,330
"3690989",5685,324
"440525",10549,35
"2477430",25415,220
"4177488",26330,365
"181302",26465,14
"493949",21002,39
"3484799",24557,306
"1186928",21930,103
"4527798",9905,394
"1238604",25320,107
"3905284",7398,344
"2388563",8107,213
"1683383",14543,148
"3604415",16367,317
"4206449",1777,368
"2302151",22453,205
"3935014",17579,346
"2249147",22004,201
"1980992",4760,175
"629096",1495,51
"3731470",12947,328
"3528725",3403,311
"2215501",9814,198
"3215803",10956,282
"5085778",11325,440
"4752282",23967,413
"5239749",23692,453
"1067217",2762,94
"1050462",16757,92
"4655438",17007,404
"2799790",18659,246
"1829269",4356,161
"1562575",21252,137
"3189900",21839,278
"514156",20255,41
"1235665",18172,107
"1324278",3224,116
"3903303",2508,344
"870578",13297,75
"774836",15004,66
"2769854",11335,244
"2733066",12203,241
"4815310",22883,418
"3202757",13941,280
"1465128",18485,127
"1453572",22978,126
"5158198",21419,447
"3994514",1045,351
"3348033",19285,295
"2934312",14025,256
"4306762",13885,375
"3741006",11313,329
"3491662",14499,307
"3085698",22449,270
"5042845",23766,436
"3713784",11180,326
"1272365",26360,110
"1555685",7610,137
"2370660",23821,211
"192749",22052,15
"2255716",7695,202
"1465212",18676,127
"1125299",592,99
"4371005",13483,380
"5166266",11324,448
"3545221",16980,312
"4158628",10929,364
"3739141",7073,329
"1721780",13853,151
"2171508",17614,193
"367300",3447,29
"4929551",5304,428
"3459706",2015,305
"2442654",10582,218
"4085451",23226,357
"1970029",24925,173
"4482096",27113,389
"1219505",8565,106
"679611",20308,54
"2783154",12120,245
"1702981",3757,150
"381903",12085,30
"891116",22711,78
"401241",2248,32
"2414402",24903,215
"2200680",14540,196
"2857150",23615,250
"4296100",20097,374
"2472635",15765,220
"1812985",24727,159
"4396115",21207,382
"4077646",3859,357
"755113",22632,63
"825684",17704,71
"3543919",13735,312
"615478",1737,50
"323954",15810,25
"4047298",24740,354
"2621720",25239,231
"3593681",19424,316
"2734280",15971,241
"4234606",3436,370
"1341065",14286,117
"2389104",9200,213
"3795596",11994,334
"3018827",16652,264
"755864",25728,63
"1556513",9209,137
"2563256",17516,227
"3644679",22108,320
"2139114",18815,190
"1955827",7108,172
"349655",15284,27
"3064715",16459,268
"1638895",19769,143
"3882319",4206,342
"2776814",26122,244
"3272762",12256,287
"4601443",11771,400
"774731",14700,66
"3960103",12664,348
"1501005",16188,130
"4156230",5495,364
"4717199",12256,410
"2788029",22516,245
"272229",22806,21
"4760598",15152,414
"17555",7443,2
"402859",6422,32
"3409823",16350,300
"4861616",13658,422
"4570858",5699,398
"4390378",6887,382
"5045621",2521,437
"1163985",3302,102
"4857213",1895,422
"1101357",7064,97
"4363872",23217,379
"3335413",20556,294
"769093",23431,65
"2535660",10584,225
"1229723",3198,107
"3253276",25281,285
"2237236",24628,200
"1108331",21211,97
"144980",19885,11
"4653931",13788,404
"1232277",9722,107
"1878350",4519,166
"4335852",17273,377
"15473",3312,2
"1888335",24552,166
"4844183",26714,420
"3293619",13358,289
"2471719",13936,220
"3727656",737,328
"1355995",21123,118
"939303",7901,83
"1318890",17732,115
"297079",17270,23
"4911171",21282,426
"774676",14502,66
"778087",25155,66
"1898336",17172,167
"3082835",16656,270
"1437971",19365,125
"1132944",16014,99
"4725610",11957,411
"3477222",9464,306
"3433978",26068,302
"1970202",25556,173
"4064659",4624,356
"1701756",1262,150
"4610111",1473,401
"2730836",4993,241
"2197152",674,196
"4519359",16699,393
"2760385",18781,243
"3394886",3884,299
"2517060",1320,224
"416419",14501,33
"210418",3412,17
"85198",4995,7
"2818112",498,248
"4810098",12431,418
"3231931",4479,284
"1427480",25654,124
"2855689",20709,250
"4966068",26173,430
"1745162",5540,153
"793409",18561,68
"3867288",19354,340
"1965865",11764,173
"1353439",15244,118
"2556798",2785,227
"3007801",14536,263
"1271832",25085,110
"3275772",20469,287
"496640",205,40
"5246249",11003,454
"5102474",3060,442
"4042858",15917,354
"1911425",15857,168
"1129370",8812,99
"1049079",13336,92
"437125",3804,35
"1027616",17793,90
"1885192",18288,166
"2444968",15157,218
"2371372",25437,211
"3919294",12537,345
"425451",8176,34
"1104962",14298,97
"2019045",14793,179
"2636785",4486,233
"2547208",7156,226
"131733",15543,10
"4608049",24884,400
"504233",18783,40
"4657287",20967,404
"2682256",22580,236
"3750809",6184,330
"1355001",18831,118
"5181595",14501,449
"131111",14301,10
"4805284",2618,418
"1791400",6229,158
"450942",3689,36
"3033793",1355,266
"4921390",15392,427
"3497932",3641,308
"244087",21834,19
"1829755",6191,161
"4775077",20341,415
"5142167",9351,446
"3887770",18654,342
"4771432",12098,415
"632455",8326,51
"2715148",9736,239
"3121891",12679,273
"1727172",24580,151
"634648",12710,51
"467659",11496,37
"3066526",23564,268
"663879",16242,53
"1049885",15403,92
"4640733",12271,403
"352992",23349,27
"4477919",15953,389
"3455866",21116,304
"4179519",3039,366
"4246561",3330,371
"2441603",8471,218
"2949855",18002,257
"274139",26592,21
"2092103",2950,186
"5168019",14761,448
"4264880",12538,372
"3075097",1194,270
"2177067",1358,194
"4439674",6614,386
"2752236",1326,243
"4490850",23021,390
"920378",22312,81
"180863",25603,14
"4611533",4228,401
"610162",18588,49
"3292606",10698,289
"2671411",786,236
"4093204",14991,358
"319501",7003,25
"3683949",19059,323
"3619345",22751,318
"4335910",17388,377
