"","row","col"
"1",35,274
"2",29,525
"3",29,584
"4",28,404
"5",16,806
"6",45,364
"7",7,343
"8",51,773
"9",54,496
"10",54,271
"11",50,306
"12",5,16
"13",6,983
"14",7,951
"15",27,181
"16",37,873
"17",36,428
"18",2,212
"19",52,604
"20",19,57
"21",27,501
"22",33,596
"23",6,449
"24",35,550
"25",29,920
"26",23,937
"27",27,836
"28",20,583
"29",16,371
"30",24,933
"31",39,660
"32",6,454
"33",35,594
"34",55,336
"35",59,128
"36",45,175
"37",13,366
"38",20,634
"39",12,372
"40",49,986
"41",30,772
"42",23,350
"43",3,726
"44",49,935
"45",55,779
"46",37,843
"47",53,105
"48",41,733
"49",2,291
"50",24,134
"51",32,350
"52",5,469
"53",9,463
"54",51,787
"55",30,624
"56",9,864
"57",51,555
"58",9,431
"59",35,830
"60",37,128
"61",52,137
"62",35,231
"63",35,636
"64",35,328
"65",20,193
"66",44,697
"67",4,16
"68",7,308
"69",5,980
"70",15,907
"71",21,536
"72",40,776
"73",28,74
"74",6,129
"75",6,442
"76",40,470
"77",6,812
"78",55,683
"79",13,84
"80",58,168
"81",57,441
"82",59,249
"83",55,989
"84",9,413
"85",58,155
"86",44,657
"87",19,983
"88",24,729
"89",2,222
"90",9,429
"91",44,754
"92",5,721
"93",21,341
"94",32,290
"95",20,849
"96",44,281
"97",37,634
"98",40,665
"99",58,893
"100",23,649
"101",39,959
"102",39,698
"103",58,556
"104",42,768
"105",6,254
"106",13,449
"107",28,333
"108",45,43
"109",19,90
"110",23,730
"111",42,789
"112",35,544
"113",45,634
"114",8,120
"115",20,267
"116",5,593
"117",18,630
"118",6,227
"119",15,167
"120",35,551
"121",40,726
"122",30,110
"123",6,137
"124",7,878
"125",4,632
"126",59,915
"127",22,953
"128",27,49
"129",35,864
"130",17,446
"131",26,272
"132",36,419
"133",5,462
"134",9,424
"135",9,530
"136",12,830
"137",13,989
"138",27,84
"139",6,158
"140",50,469
"141",9,366
"142",13,448
"143",3,321
"144",4,490
"145",46,18
"146",44,911
"147",7,78
"148",9,7
"149",6,583
"150",57,671
"151",59,386
"152",20,656
"153",44,956
"154",51,674
"155",2,468
"156",9,272
"157",58,908
"158",49,909
"159",52,13
"160",12,583
"161",21,644
"162",40,77
"163",50,525
"164",55,622
"165",22,773
"166",59,449
"167",16,811
"168",42,151
"169",29,948
"170",35,443
"171",33,906
"172",33,615
"173",2,615
"174",6,56
"175",51,749
"176",5,350
"177",34,697
"178",33,131
"179",26,305
"180",40,325
"181",7,587
"182",5,76
"183",9,451
"184",46,827
"185",31,27
"186",6,433
"187",15,406
"188",57,652
"189",15,180
"190",58,873
"191",58,796
"192",6,275
"193",23,432
"194",8,732
"195",30,897
"196",22,109
"197",5,269
"198",58,679
"199",41,667
"200",7,731
