"","row","col"
"643",3218,1
"8228",19366,1
"267",1010,1
"8410",20005,1
"2108",6010,1
"8507",20165,1
"7644",18435,1
"10533",27251,1
"9858",25121,1
"1188",4044,1
"2849",7762,1
"5312",13221,1
"8863",21031,1
"4781",12294,1
"8877",21047,1
"8217",19353,1
"6388",15871,1
"7890",18797,1
"8981",22662,1
"4701",12057,1
"10085",25649,1
"4089",11033,1
"4187",11178,1
"10052",25571,1
"4824",12385,1
"7307",17935,1
"2327",6305,1
"5723",14875,1
"6270",15701,1
"552",3111,1
"9725",24923,1
"9635",24556,1
"1728",5086,1
"3622",9706,1
"8802",20968,1
"5198",13041,1
"7443",18110,1
"3772",10439,1
"2509",6956,1
"2065",5960,1
"4145",11108,1
"278",1113,1
"6661",16314,1
"3596",9502,1
"10373",26923,1
"8360",19919,1
"577",3139,1
"4289",11353,1
"6370",15848,1
"8721",20884,1
"73",510,1
"7236",17829,1
"6770",16484,1
"2784",7651,1
"7955",18918,1
"6381",15863,1
"2857",7776,1
"2603",7408,1
"10370",26920,1
"5484",13748,1
"3909",10701,1
"4003",10915,1
"568",3128,1
"5840",15038,1
"10192",25882,1
"5925",15160,1
"7422",18072,1
"3304",8960,1
"1707",5057,1
"7082",17437,1
"6307",15755,1
"9989",25466,1
"1006",3744,1
"583",3147,1
"2868",7803,1
"1513",4795,1
"5467",13724,1
"8621",20726,1
"2999",8186,1
"7846",18718,1
"10064",25620,1
"7963",18930,1
"4455",11632,1
"3564",9461,1
"2938",7981,1
"5071",12839,1
"500",3034,1
"497",3029,1
"377",2805,1
"9766",25006,1
"7338",17975,1
"7507",18232,1
"8046",19049,1
"7249",17853,1
"8282",19434,1
"9590",24501,1
"3347",9098,1
"1786",5232,1
"6234",15525,1
"2771",7622,1
"4350",11454,1
"1567",4867,1
"8596",20686,1
"8311",19849,1
"6527",16056,1
"801",3441,1
"819",3474,1
"7561",18316,1
"3311",8971,1
"447",2938,1
"9935",25378,1
"2502",6947,1
"7486",18191,1
